Format Version,1.22,Take Name,Take 2023-07-13 02.27.47 PM,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time
399,3.325,-0.480956,-0.038308,0.094098,-0.870838,2.371739,1.971437,2.417681
400,3.333333,-0.505129,-0.040613,0.095586,-0.856772,2.371412,1.984522,2.434216
401,3.341667,-0.528326,-0.043348,0.097703,-0.842287,2.37116,1.996522,2.450882
402,3.35,-0.55071,-0.046788,0.100118,-0.827349,2.370966,2.007456,2.467647
403,3.358333,-0.572413,-0.050524,0.102148,-0.812007,2.370787,2.01735,2.4845
404,3.366667,-0.593864,-0.053492,0.102854,-0.796169,2.370565,2.026237,2.501288
405,3.375,-0.615051,-0.056373,0.102566,-0.779753,2.370314,2.034158,2.517939
406,3.383333,-0.635598,-0.058553,0.101171,-0.76312,2.370017,2.041189,2.534385
407,3.391667,-0.65556,-0.059963,0.098767,-0.746251,2.369662,2.047374,2.550662
408,3.4,-0.674373,-0.061178,0.095866,-0.729581,2.369287,2.052782,2.566715
409,3.408333,-0.69208,-0.062467,0.092564,-0.71313,2.368938,2.057438,2.582496
410,3.416667,-0.708928,-0.063947,0.089232,-0.696685,2.368676,2.061317,2.597963
411,3.425,-0.724419,-0.066025,0.086808,-0.680678,2.36858,2.064451,2.613068
412,3.433333,-0.739135,-0.068694,0.085163,-0.664611,2.368629,2.066844,2.627854
413,3.441667,-0.752763,-0.071697,0.084397,-0.64891,2.36883,2.068527,2.642333
414,3.45,-0.765844,-0.074914,0.084113,-0.633084,2.369123,2.069499,2.656499
415,3.458333,-0.778409,-0.078425,0.084605,-0.617067,2.36955,2.069761,2.670312
416,3.466667,-0.790032,-0.082263,0.085396,-0.601489,2.370045,2.069355,2.683922
417,3.475,-0.801283,-0.086493,0.086167,-0.585696,2.370574,2.068281,2.697273
418,3.483333,-0.812091,-0.091371,0.086915,-0.569741,2.371119,2.066516,2.71035
419,3.491667,-0.822588,-0.097026,0.087533,-0.55342,2.37165,2.06401,2.723156
420,3.5,-0.833475,-0.103148,0.08749,-0.535747,2.372137,2.060747,2.735618
421,3.508333,-0.844998,-0.109288,0.08639,-0.516305,2.372559,2.056713,2.747682
422,3.516667,-0.856915,-0.115283,0.084247,-0.495287,2.372907,2.051952,2.759302
423,3.525,-0.869032,-0.120892,0.08083,-0.472901,2.373183,2.046512,2.770397
424,3.533333,-0.880861,-0.126266,0.076447,-0.449773,2.373401,2.040479,2.780936
425,3.541667,-0.892058,-0.131557,0.071459,-0.426403,2.37358,2.033974,2.790884
426,3.55,-0.902164,-0.13682,0.066271,-0.403718,2.373749,2.027103,2.800202
427,3.558333,-0.910924,-0.141903,0.061186,-0.38254,2.373914,2.019956,2.808874
428,3.566667,-0.918531,-0.146938,0.055862,-0.362752,2.374081,2.012591,2.816888
429,3.575,-0.924834,-0.152167,0.051224,-0.344824,2.374288,2.00507,2.82428
430,3.583333,-0.930115,-0.157585,0.047342,-0.328346,2.374558,1.997431,2.830977
431,3.591667,-0.934612,-0.163213,0.043556,-0.312994,2.374858,1.989699,2.836874
432,3.6,-0.938384,-0.169511,0.039402,-0.298579,2.375236,1.981935,2.841905
433,3.608333,-0.941598,-0.176919,0.034777,-0.2844,2.375738,1.974211,2.845881
434,3.616667,-0.944174,-0.186264,0.030093,-0.270065,2.376532,1.96669,2.848855
435,3.625,-0.945902,-0.197574,0.024751,-0.256166,2.377657,1.959446,2.850886
436,3.633333,-0.947107,-0.210395,0.01928,-0.241557,2.378946,1.95244,2.851584
437,3.641667,-0.947645,-0.224389,0.012824,-0.226833,2.380614,1.945884,2.851132
438,3.65,-0.947606,-0.239044,0.005262,-0.211835,2.382474,1.939672,2.849475
439,3.658333,-0.947156,-0.253144,-0.003398,-0.196981,2.384434,1.933781,2.846693
440,3.666667,-0.946472,-0.265556,-0.013322,-0.18301,2.386415,1.928205,2.842836
441,3.675,-0.945753,-0.275698,-0.023473,-0.170265,2.3883,1.922927,2.837998
442,3.683333,-0.94518,-0.282747,-0.033474,-0.159902,2.389925,1.91792,2.832109
443,3.691667,-0.944439,-0.287649,-0.04457,-0.152665,2.391518,1.913238,2.825243
444,3.7,-0.943458,-0.291026,-0.055803,-0.148586,2.392995,1.908967,2.817517
445,3.708333,-0.942011,-0.293288,-0.067365,-0.148525,2.39444,1.905195,2.808834
446,3.716667,-0.940249,-0.294726,-0.077958,-0.151627,2.395898,1.902119,2.799263
447,3.725,-0.93814,-0.29482,-0.086693,-0.15956,2.397246,1.899706,2.788917
448,3.733333,-0.935341,-0.29342,-0.094058,-0.173768,2.398363,1.897883,2.777654
449,3.741667,-0.931348,-0.291266,-0.099639,-0.19449,2.399301,1.896551,2.765604
450,3.75,-0.926108,-0.288719,-0.103104,-0.219852,2.40016,1.895717,2.752699
451,3.758333,-0.919063,-0.286071,-0.105368,-0.24977,2.400997,1.895224,2.738861
452,3.766667,-0.910339,-0.283514,-0.106367,-0.282116,2.401812,1.89485,2.723974
453,3.775,-0.899955,-0.281103,-0.107381,-0.315485,2.402727,1.894464,2.708166
454,3.783333,-0.887989,-0.278466,-0.10952,-0.349195,2.403762,1.893798,2.691542
455,3.791667,-0.875318,-0.275329,-0.112635,-0.381217,2.404937,1.892645,2.674247
456,3.8,-0.862186,-0.271321,-0.117043,-0.411486,2.406208,1.890851,2.656398
457,3.808333,-0.84891,-0.266334,-0.123293,-0.439565,2.407529,1.888381,2.638124
458,3.816667,-0.834518,-0.260402,-0.131732,-0.467351,2.408866,1.88523,2.619562
459,3.825,-0.819208,-0.253995,-0.141648,-0.494288,2.410255,1.881309,2.600664
460,3.833333,-0.802743,-0.247143,-0.152817,-0.52074,2.411713,1.876635,2.581652
461,3.841667,-0.785355,-0.240707,-0.16394,-0.546261,2.413334,1.871172,2.562657
462,3.85,-0.766931,-0.235272,-0.173615,-0.571246,2.415153,1.864883,2.543906
463,3.858333,-0.747645,-0.230635,-0.181389,-0.595762,2.41721,1.857763,2.525426
464,3.866667,-0.72745,-0.226486,-0.186618,-0.620237,2.419522,1.849843,2.507352
465,3.875,-0.706306,-0.223064,-0.188551,-0.644843,2.422117,1.841128,2.489795
466,3.883333,-0.68417,-0.221015,-0.186398,-0.669566,2.425029,1.831662,2.472839
467,3.891667,-0.661773,-0.220539,-0.180043,-0.693544,2.428272,1.821453,2.456454
468,3.9,-0.640257,-0.220584,-0.170587,-0.715761,2.431779,1.810502,2.440773
469,3.908333,-0.618805,-0.220092,-0.158822,-0.737167,2.435464,1.798807,2.425913
470,3.916667,-0.597308,-0.218106,-0.146008,-0.757849,2.439203,1.78636,2.411917
471,3.925,-0.575852,-0.214929,-0.132588,-0.777574,2.442948,1.773137,2.39889
472,3.933333,-0.55437,-0.211305,-0.119221,-0.796122,2.446679,1.759214,2.386654
473,3.941667,-0.533068,-0.206845,-0.106863,-0.813409,2.450355,1.744573,2.375385
474,3.95,-0.513478,-0.201899,-0.095477,-0.82853,2.453931,1.729327,2.365212
475,3.958333,-0.492594,-0.197714,-0.085487,-0.84318,2.457355,1.713484,2.356066
476,3.966667,-0.469745,-0.195387,-0.07652,-0.857501,2.460717,1.697119,2.348253
477,3.975,-0.448779,-0.192404,-0.066998,-0.870109,2.4637,1.680378,2.341041
478,3.983333,-0.428303,-0.18845,-0.056103,-0.881984,2.466331,1.663457,2.334491
479,3.991667,-0.407,-0.183485,-0.042193,-0.893814,2.468796,1.646467,2.328707
480,4,-0.386686,-0.177968,-0.025165,-0.904526,2.470805,1.629205,2.323543
481,4.008333,-0.366223,-0.172486,-0.002675,-0.914397,2.472594,1.611899,2.31899
482,4.016667,-0.345997,-0.16724,0.023641,-0.922907,2.474303,1.594271,2.315147
483,4.025,-0.326181,-0.162749,0.054548,-0.929593,2.475896,1.576161,2.312043
484,4.033333,-0.304668,-0.158366,0.088773,-0.934996,2.477294,1.55759,2.30992
485,4.041667,-0.284131,-0.153913,0.123474,-0.938261,2.478362,1.538507,2.308516
486,4.05,-0.264555,-0.149174,0.155341,-0.940014,2.479065,1.518902,2.307926
487,4.058333,-0.246531,-0.144724,0.180328,-0.941148,2.479207,1.498886,2.308209
488,4.066667,-0.229981,-0.140124,0.196252,-0.942847,2.478734,1.478623,2.30931
489,4.075,-0.214794,-0.135836,0.202208,-0.945793,2.47753,1.458192,2.311175
490,4.083333,-0.200082,-0.13107,0.200612,-0.950023,2.475681,1.437576,2.313766
491,4.091667,-0.18422,-0.126826,0.194426,-0.95508,2.473444,1.416809,2.316861
492,4.1,-0.166069,-0.123186,0.187204,-0.960313,2.470995,1.395849,2.320405
493,4.108333,-0.145166,-0.119932,0.182317,-0.965041,2.468472,1.37461,2.324455
494,4.116667,-0.121351,-0.116798,0.181364,-0.968886,2.466049,1.353178,2.328912
495,4.125,-0.095122,-0.114543,0.184462,-0.971496,2.46378,1.331665,2.333756
496,4.133333,-0.068539,-0.113967,0.189854,-0.972764,2.461604,1.310204,2.339083
497,4.141667,-0.043396,-0.113967,0.195451,-0.973102,2.459497,1.289024,2.344939
498,4.15,-0.020205,-0.113911,0.1982,-0.97331,2.457306,1.268359,2.351438
499,4.158333,0.00133,-0.112616,0.196391,-0.974036,2.455086,1.248506,2.358478
500,4.166667,0.022044,-0.109413,0.191398,-0.975146,2.452807,1.229531,2.366014
501,4.175,0.04138,-0.104889,0.185041,-0.976241,2.45058,1.211553,2.373987
502,4.183333,0.05889,-0.100178,0.178325,-0.977086,2.448532,1.194608,2.382308
503,4.191667,0.076298,-0.095891,0.172796,-0.977305,2.446636,1.17866,2.390824
504,4.2,0.093273,-0.09144,0.171733,-0.976446,2.445024,1.163775,2.399431
505,4.208333,0.11,-0.086928,0.174922,-0.974549,2.443693,1.149981,2.408109
506,4.216667,0.125593,-0.081185,0.182396,-0.971786,2.442605,1.137197,2.416878
507,4.225,0.138987,-0.074463,0.19316,-0.968415,2.441691,1.125495,2.425766
508,4.233333,0.149188,-0.06751,0.204959,-0.964975,2.440804,1.114841,2.434822
509,4.241667,0.157223,-0.060519,0.21731,-0.961455,2.439782,1.105193,2.44401
510,4.25,0.16272,-0.054352,0.226899,-0.958689,2.438608,1.096669,2.453094
511,4.258333,0.16648,-0.049297,0.231993,-0.957096,2.437173,1.089256,2.461966
512,4.266667,0.169194,-0.045852,0.232187,-0.956745,2.43543,1.082869,2.470559
513,4.275,0.171318,-0.044539,0.228538,-0.957307,2.433465,1.077441,2.478793
514,4.283333,0.173528,-0.045424,0.223035,-0.958165,2.43143,1.072809,2.486618
515,4.291667,0.174962,-0.047703,0.218554,-0.958826,2.429414,1.068847,2.494059
516,4.3,0.176538,-0.050703,0.215238,-0.959133,2.427542,1.065482,2.501113
517,4.308333,0.178922,-0.053574,0.214157,-0.958777,2.425881,1.062611,2.50781
518,4.316667,0.18042,-0.055508,0.214716,-0.958261,2.424439,1.060091,2.514179
519,4.325,0.180394,-0.056071,0.217292,-0.957653,2.423217,1.057861,2.520241
520,4.333333,0.1796,-0.055534,0.220616,-0.957073,2.42223,1.055941,2.525985
521,4.341667,0.176925,-0.053599,0.224656,-0.956742,2.421365,1.054213,2.531452
522,4.35,0.174094,-0.050644,0.228577,-0.956493,2.420608,1.052734,2.536615
523,4.358333,0.171181,-0.046957,0.232128,-0.956352,2.419906,1.051469,2.541432
524,4.366667,0.168952,-0.043074,0.234791,-0.956281,2.419241,1.050401,2.54588
525,4.375,0.167321,-0.039246,0.237027,-0.956181,2.418576,1.049463,2.549957
526,4.383333,0.166081,-0.036108,0.238785,-0.956083,2.417885,1.04863,2.553654
527,4.391667,0.165839,-0.033655,0.240805,-0.955708,2.417162,1.047903,2.557047
528,4.4,0.16594,-0.032028,0.242813,-0.955238,2.416404,1.047259,2.560115
529,4.408333,0.166517,-0.031229,0.244395,-0.954761,2.415593,1.046722,2.562933
530,4.416667,0.167228,-0.031187,0.245477,-0.95436,2.414725,1.046312,2.565547
531,4.425,0.16728,-0.03189,0.245592,-0.954298,2.413789,1.046031,2.567996
532,4.433333,0.165847,-0.032976,0.244186,-0.954872,2.412734,1.045896,2.570345
533,4.441667,0.164421,-0.034463,0.24143,-0.955766,2.411551,1.045895,2.572625
534,4.45,0.162218,-0.03608,0.236996,-0.957192,2.410281,1.045998,2.574788
535,4.458333,0.159386,-0.0379,0.231521,-0.958936,2.408964,1.046188,2.576807
536,4.466667,0.15692,-0.040138,0.226299,-0.960497,2.407633,1.046342,2.578663
537,4.475,0.154491,-0.042798,0.22124,-0.961953,2.406383,1.04644,2.58031
538,4.483333,0.153033,-0.045795,0.216818,-0.963054,2.405223,1.046425,2.581776
539,4.491667,0.154012,-0.049303,0.21361,-0.963442,2.404178,1.046267,2.583059
540,4.5,0.15339,-0.052472,0.209794,-0.964212,2.40327,1.045978,2.584105
541,4.508333,0.153711,-0.055595,0.206809,-0.964631,2.402449,1.04548,2.584974
542,4.516667,0.154575,-0.058381,0.203855,-0.964957,2.401701,1.044801,2.585704
543,4.525,0.156056,-0.060793,0.200783,-0.965213,2.401047,1.043979,2.586316
544,4.533333,0.158476,-0.062802,0.19781,-0.965304,2.400459,1.043015,2.586844
545,4.541667,0.160664,-0.06448,0.194184,-0.965568,2.399944,1.041946,2.58727
546,4.55,0.163313,-0.065932,0.190096,-0.965839,2.399512,1.040796,2.587615
547,4.558333,0.165696,-0.067186,0.185818,-0.966179,2.399166,1.039574,2.587896
548,4.566667,0.167656,-0.068073,0.181315,-0.966635,2.398931,1.038316,2.588076
549,4.575,0.169714,-0.068552,0.177439,-0.966961,2.398779,1.037041,2.588232
550,4.583333,0.171836,-0.068603,0.173779,-0.967247,2.398724,1.035761,2.588373
551,4.591667,0.174542,-0.068101,0.171062,-0.967282,2.398745,1.034476,2.588469
552,4.6,0.177194,-0.067164,0.168808,-0.967262,2.398827,1.033248,2.588555
553,4.608333,0.18007,-0.065802,0.166976,-0.967142,2.398942,1.032044,2.588652
554,4.616667,0.18206,-0.06442,0.164453,-0.967295,2.399092,1.030953,2.588697
555,4.625,0.183942,-0.062873,0.161549,-0.96753,2.39925,1.029945,2.588736
556,4.633333,0.185642,-0.061418,0.158346,-0.967828,2.3994,1.029027,2.588782
557,4.641667,0.187127,-0.059968,0.154859,-0.968197,2.399564,1.028193,2.588833
558,4.65,0.188949,-0.058641,0.151661,-0.968431,2.399725,1.027425,2.588856
559,4.658333,0.190833,-0.057384,0.148547,-0.968619,2.399892,1.026717,2.588861
560,4.666667,0.192876,-0.056147,0.14571,-0.968718,2.400073,1.026064,2.588844
561,4.675,0.195011,-0.054851,0.143384,-0.968712,2.400271,1.025478,2.588803
562,4.683333,0.197228,-0.053449,0.141503,-0.968618,2.40049,1.024955,2.588755
563,4.691667,0.199637,-0.052005,0.140091,-0.968408,2.400743,1.024488,2.588708
564,4.7,0.201965,-0.050611,0.139365,-0.968104,2.400997,1.024038,2.588659
565,4.708333,0.203519,-0.049249,0.139195,-0.967874,2.401248,1.02363,2.588631
566,4.716667,0.204466,-0.047873,0.139528,-0.967695,2.401508,1.023304,2.588615
567,4.725,0.205211,-0.046971,0.139849,-0.967535,2.401733,1.023047,2.588647
568,4.733333,0.205513,-0.04625,0.14002,-0.967481,2.401937,1.022876,2.588685
569,4.741667,0.205637,-0.045683,0.140002,-0.967484,2.402116,1.022777,2.588715
570,4.75,0.205622,-0.045256,0.139756,-0.967543,2.402269,1.022739,2.588729
571,4.758333,0.205567,-0.044962,0.139311,-0.967633,2.4024,1.022759,2.588716
572,4.766667,0.20553,-0.044785,0.138787,-0.967724,2.402513,1.022823,2.588672
573,4.775,0.205489,-0.044662,0.13825,-0.967815,2.402614,1.022918,2.588604
574,4.783333,0.205522,-0.044481,0.137871,-0.967871,2.402713,1.023033,2.588514
575,4.791667,0.205495,-0.044188,0.137626,-0.967925,2.402809,1.023167,2.588409
576,4.8,0.205389,-0.04376,0.137539,-0.967979,2.402903,1.023315,2.5883
577,4.808333,0.205175,-0.043215,0.137686,-0.968028,2.402997,1.023471,2.58819
578,4.816667,0.204664,-0.042552,0.138052,-0.968113,2.403097,1.023653,2.588074
579,4.825,0.204159,-0.041766,0.13858,-0.968179,2.403201,1.023826,2.587974
580,4.833333,0.203738,-0.04094,0.139123,-0.968225,2.403301,1.023987,2.587904
581,4.841667,0.203255,-0.039988,0.139782,-0.968271,2.403403,1.024151,2.587857
582,4.85,0.202772,-0.038857,0.140552,-0.968307,2.403501,1.024321,2.587834
583,4.858333,0.20227,-0.037554,0.141392,-0.968341,2.403595,1.024491,2.587837
584,4.866667,0.20224,-0.036218,0.142445,-0.968244,2.403683,1.024658,2.587866
585,4.875,0.202072,-0.034786,0.143417,-0.968188,2.403747,1.024818,2.587917
586,4.883333,0.201428,-0.033322,0.144161,-0.968263,2.403781,1.024959,2.58799
587,4.891667,0.201098,-0.03205,0.144859,-0.968271,2.403792,1.025115,2.588089
588,4.9,0.200638,-0.031,0.145618,-0.968287,2.403767,1.02525,2.588217
589,4.908333,0.200034,-0.030191,0.14641,-0.968318,2.403704,1.025371,2.588377
590,4.916667,0.199327,-0.029599,0.147165,-0.968367,2.4036,1.025484,2.588565
591,4.925,0.198564,-0.029181,0.147886,-0.968427,2.403453,1.025591,2.588776
592,4.933333,0.197937,-0.02879,0.14869,-0.968444,2.403283,1.025696,2.58899
593,4.941667,0.197317,-0.028728,0.149515,-0.968445,2.403098,1.025795,2.589211
594,4.95,0.196783,-0.028649,0.150213,-0.968448,2.402898,1.025879,2.589443
595,4.958333,0.196131,-0.028657,0.150769,-0.968494,2.402675,1.025952,2.58971
596,4.966667,0.195215,-0.028428,0.151343,-0.968596,2.402423,1.025997,2.590003
597,4.975,0.19449,-0.028061,0.152011,-0.968648,2.402176,1.026031,2.590302
598,4.983333,0.194319,-0.027547,0.153035,-0.968536,2.401929,1.026038,2.590622
599,4.991667,0.1942,-0.026843,0.154077,-0.968414,2.401709,1.026037,2.590943
600,5,0.193823,-0.02599,0.154997,-0.968366,2.401525,1.026038,2.591265
